id;titlu;autor;gen;tip;numar_pagini_totale;status;imagine;procent;dataStart;dataFinish;scor;review
30;Baiatul cu pijamale in dungi;John Boyne;history;PAPERBACK;224;FINALIZATA;https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1379406617i/18514025.jpg;1.0;2022-04-23;2022-04-23;2.5;Holocaust
31;Curiosul caz a lui Origami Yoda;Tom Angleberger;;PAPERBACK;0;FINALIZATA;;1.0;2022-04-23;2022-04-23;2.5;copii la scoala
32;Coraline;Neil Gaiman;;PAPERBACK;208;FINALIZATA;http://books.google.com/books/content?id=5S8LEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;1.0;2018-08-06;2018-08-15;3.5;o fata cu o usa si o a doua dimensiune
33;The Girl On The Train;Paula Hawkins;;PAPERBACK;323;FINALIZATA;http://books.google.com/books/content?id=pTQyBgAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api;1.0;2022-07-12;2022-07-31;4.5;o alcoolica care ajutra la rezolvarea unei crime
34;Biletul de Loterie;Michael Byrne;;PAPERBACK;302;FINALIZATA;bookmory_data/images/books/book_1723026530793.jpg;1.0;2019-09-30;2019-10-30;2.5;un orfan, homeless kid incearca sa obtina banii meritati
35;Julie din neamul lupilor;Jean C. George;;PAPERBACK;0;NECITITA;;0.0;;;0.0;
36;Pax;Sara Pennypacker;;PAPERBACK;0;NECITITA;;0.0;;;0.0;
37;Cartea Cimitirului;Neil Gaiman;;PAPERBACK;250;FINALIZATA;;1.0;2017-08-12;2017-08-18;3.5;un copil traieste printre morti
38;Casa secretelor, v1;Chris Columbus, Ned Vizzini;;PAPERBACK;0;FINALIZATA;;1.0;2017-08-12;2017-08-18;4.5;copii care intra in lumea povestilor
39;Casa secretelor, v2;Chris Columbus, Ned Vizzini;;PAPERBACK;0;FINALIZATA;;1.0;2017-08-12;2017-08-18;4.5;copii care intra in lumea povestilor
40;Casa secretelor, v3;Chris Columbus, Ned Vizzini, Chris Rylander;;PAPERBACK;0;FINALIZATA;;1.0;2017-08-12;2017-08-18;4.5;copii care intra in lumea povestilor
41;Punci cu porunci;Michael Ende;;PAPERBACK;232;FINALIZATA;https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1394658182i/21448754.jpg;1.0;2020-07-20;2020-08-22;3.5;
42;O bucla in timp;Madeleine L'Engle;;PAPERBACK;223;FINALIZATA;bookmory_data/images/books/book_1723026366127.jpg;1.0;2020-08-25;2020-08-27;3.0;copii care isi cauta tatal
43;Sora mea, Ramona;Beverly Cleary;;PAPERBACK;0;NECITITA;;0.0;;;0.0;
44;Pacostea de Ramona;Beverly Cleary;;PAPERBACK;0;NECITITA;;0.0;;;0.0;
45;Ramona cea viteaza;Beverly Cleary;;PAPERBACK;0;NECITITA;;0.0;;;0.0;
46;Minunea;R.J. Palacio;;PAPERBACK;0;ABANDONATA;;0.0;2020-08-25;;0.0;
47;Cravata Rosie;Ji-li Jang;;PAPERBACK;236;FINALIZATA;bookmory_data/images/books/book_1723018147727.jpg;1.0;2018-03-24;2018-03-27;3.5;revolutie in china
48;Trandafirii din Mexic;Pam Munoz Ryan;;PAPERBACK;191;FINALIZATA;bookmory_data/images/books/book_1723018000433.jpg;1.0;2018-08-20;2019-08-23;3.5;o familie care traieste in mexic
49;O scurta istorie a lumii;Ernst H. Gombrich;;PAPERBACK;0;NECITITA;;0.0;;;0.0;
50;Fetita cele de a sasea luni;Moony Witcher;;PAPERBACK;0;FINALIZATA;;1.0;2018-08-20;2019-08-23;4.0;copii alchimisti
51;Nina si misterul notei a opta;Moony Witcher;;PAPERBACK;352;FINALIZATA;https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1304147225i/11252799.jpg;1.0;2017-03-20;2017-03-22;4.0;copii alchimisti
52;Nina si blestemul sarpelui cu pene;Moony Witcher;;PAPERBACK;0;FINALIZATA;;1.0;2017-03-20;2017-03-22;4.0;copii alchimisti
53;Nina si ochiul secret al Atlantidei;Moony Witcher;;PAPERBACK;0;FINALIZATA;;1.0;2017-03-20;2017-03-22;4.0;copii alchimisti
54;Nina si numarul de aur;Moony Witcher;;PAPERBACK;384;FINALIZATA;https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1566460289l/52278474.jpg;1.0;2022-04-12;2022-04-13;2.5;copii alchimisti
55;Umbrela Rosie;Christina Diaz Gonzalez;;PAPERBACK;389;FINALIZATA;https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1654880960i/61262449.jpg;1.0;2019-08-10;2019-09-25;3.5;revolutie in cuba
56;Domnul Treput cade din nou;Rob Buyne;;PAPERBACK;0;ABANDONATA;;0.0;2019-08-10;;0.0;
57;Fantoma din Canterville;Oscar Wilde;;PAPERBACK;0;FINALIZATA;;1.0;2019-08-10;2019-09-25;2.5;o fantoma dintr un conac
58;Cel mai mult si mai mult;***;;PAPERBACK;0;NECITITA;;0.0;;;0.0;
59;Ursul si privighetoarea;Katherine Arden;fantasy;PAPERBACK;387;FINALIZATA;bookmory_data/images/books/book_1723018350767.jpg;1.0;2023-08-19;2023-08-20;4.0;
60;Stapanul Viselor. Cosmarul;Theresa Breslin;;PAPERBACK;0;FINALIZATA;;1.0;2023-08-19;2023-08-20;1.5;vise, cva copii, vikingi
61;Insula delfinilor;Scott O'Dell;;PAPERBACK;0;FINALIZATA;;1.0;2023-08-19;2023-08-20;4.0;copii uitati pe o insula
62;Minunata calatorie a lui Nils Holgerssonn prin Suedia;Selema Lagerlof;;PAPERBACK;0;NECITITA;;0.0;;;0.0;
63;Pipi Sosetica;Astrid Lindgen;;PAPERBACK;0;FINALIZATA;;1.0;2023-08-19;2023-08-20;3.5;o fata orfana care se distreaza
64;Micul print;Antonie de Saint-Exupery;;PAPERBACK;156;FINALIZATA;https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1420026944i/24230493.jpg;1.0;2021-08-07;2021-08-07;1.5;un copil-extraterestru
65;Ingeri si demoni;Dan Brown;;PAPERBACK;0;NECITITA;;0.0;;;0.0;
66;Pulbere de stele;Neil Gaiman;;PAPERBACK;0;NECITITA;;0.0;;;0.0;
67;Odiseea lui Ollie;William Joyce;;PAPERBACK;242;FINALIZATA;bookmory_data/images/books/book_1723018412412.jpg;1.0;2020-08-01;2020-08-02;5.0;jucarii furate de alte jucarii
68;Biblia pt Elevi;***;;PAPERBACK;0;FINALIZATA;;1.0;2020-08-01;2020-08-02;3.0;…
69;Mica enciclopedie a Romaniei pt copii;Silviu Negut, Marius-Cristian Neacsu;;PAPERBACK;0;NECITITA;;0.0;;;0.0;...
70;Ce se intampla cu mine?;***;;PAPERBACK;0;FINALIZATA;;1.0;2020-08-01;2020-08-02;5.0;pubertate
71;Michelangelo;***;;PAPERBACK;0;NECITITA;;0.0;;;0.0;
72;Leonardo Da Vinci;***;;PAPERBACK;0;NECITITA;;0.0;;;0.0;
73;Picasso;***;;PAPERBACK;0;NECITITA;;0.0;;;0.0;
74;Van Gogh;***;;PAPERBACK;0;NECITITA;;0.0;;;0.0;
75;Monet;***;;PAPERBACK;0;NECITITA;;0.0;;;0.0;
76;Botticelli;***;;PAPERBACK;0;NECITITA;;0.0;;;0.0;
77;Goya;***;;PAPERBACK;0;NECITITA;;0.0;;;0.0;
78;Grigorescu;***;;PAPERBACK;0;NECITITA;;0.0;;;0.0;
79;Dali;***;;PAPERBACK;0;NECITITA;;0.0;;;0.0;
80;Rafael;***;;PAPERBACK;0;NECITITA;;0.0;;;0.0;
81;Tonitza;***;;PAPERBACK;0;NECITITA;;0.0;;;0.0;
82;Rubens;***;;PAPERBACK;0;NECITITA;;0.0;;;0.0;
83;Tiziano;***;;PAPERBACK;0;NECITITA;;0.0;;;0.0;
84;Rembrandt;***;;PAPERBACK;0;NECITITA;;0.0;;;0.0;
85;Berthe Morisot;***;;PAPERBACK;0;NECITITA;;0.0;;;0.0;
86;Vechi maestri europeni;Viktor Lazarev;;PAPERBACK;0;NECITITA;;0.0;;;0.0;
87;Goya;Jose Ortega y Gasset;;PAPERBACK;0;NECITITA;;0.0;;;0.0;
88;Michelangelo;Herbert von Einem;;PAPERBACK;0;NECITITA;;0.0;;;0.0;
89;Arta;***;;PAPERBACK;0;NECITITA;;0.0;;;0.0;
90;Marele Urias Prietenos;Ronald Dalh;;PAPERBACK;0;FINALIZATA;;1.0;2020-08-01;2020-08-02;1.5;o fata rapita de un urias
91;Hotul de carti;Markus Zusak;;PAPERBACK;571;FINALIZATA;https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1400239552i/13197222.jpg;1.0;2022-06-05;2022-06-06;5.0;Holocaust
